report_date,unique_material_id,material_id_list,channel_material_id_list,original_title_list,original_url_list,corrected_url_list,corrected_title_list,cost,new_buyer_cnt,newer_cost,rn
20251104,7565788132323524618,"[""rDhEzihf""]","[""7565788132323524618""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]",29.31,0,(NULL),364
20251106,7565788132323524618,"[""rDhEzihf""]","[""7565788132323524618""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]",49.9,2,24.95,364
20251107,7565788132323524618,"[""rDhEzihf""]","[""7565788132323524618""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]",28.47,0,(NULL),364
20251103,7565788132323524618,"[""rDhEzihf""]","[""7565788132323524618""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]",49.3,0,(NULL),364
20251105,7565788132323524618,"[""rDhEzihf""]","[""7565788132323524618""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0110/196/fce8473e-fddf-49e4-b83f-e9e151b08446.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102314451816848.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/64/c96b95b5-f9ad-41bf-aace-984e093d2acd.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2025/0925/159/037bdea5-e5ae-45f5-9b91-f8c9ee99dfd9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/40/943e8913-6e85-4a81-8331-ba85f1bbe79f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/103623/2023/0224/190/7340ae7f-b2a9-4c10-ad01-78d0d89d282f.jpg""]","[""VIP自A3跑步鞋0327613+腾讯小程序+方图+361°+运动户外+6920259119427953352+AIGC+1023-3958e3b5-1f8d-4ef0-9290-f0ca71386008""]",9.99,0,(NULL),364
20251107,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",29.05,0,(NULL),365
20251103,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",25.51,0,(NULL),365
20251101,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",55.88,0,(NULL),365
20251105,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",25.6,0,(NULL),365
20251102,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",54.21,0,(NULL),365
20251104,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",36.39,0,(NULL),365
20251106,7553948397091553307,"[""rCxvwXfz""]","[""7553948397091553307""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/36/1edfac8d-a2e3-42fa-8b3d-af637c5adde7.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025091712324711438.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0314/86/34ae724a-6273-470f-a8d3-e6c67953c6ca.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/146645/2025/0312/75/6a6d1731-c314-4486-9a7a-6686adb382cf.jpg""]","[""VIP自AAI爆乔跑0323590+3+字节+抖音图文+乔丹+运动户外+6921337861400955099+AIGC+0917-159027""]",32.56,0,(NULL),365
20251101,7564981268705148970,"[""rDhKPXU0""'，'""rDhKPXU1""'，'""rDhKPXU2""]","[""7564981268705148970""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]",27.53,0,(NULL),366
20251102,7564981268705148970,"[""rDhKPXU0""'，'""rDhKPXU1""'，'""rDhKPXU2""]","[""7564981268705148970""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]",49.14,1,49.14,366
20251104,7564981268705148970,"[""rDhKPXU0""'，'""rDhKPXU1""'，'""rDhKPXU2""]","[""7564981268705148970""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]",23.74,0,(NULL),366
20251107,7564981268705148970,"[""rDhKPXU0""'，'""rDhKPXU1""'，'""rDhKPXU2""]","[""7564981268705148970""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]",51.61,0,(NULL),366
20251103,7564981268705148970,"[""rDhKPXU0""'，'""rDhKPXU1""'，'""rDhKPXU2""]","[""7564981268705148970""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""]","[""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690683.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483690141.jpg""'，'""https://a.vpimg3.com/upload/otd2/creatives/20251023/1761207483694408.jpg""]","[""VIP抠同色七恤男恤1组+1+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+2+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""'，'""VIP抠同色七恤男恤1组+3+字节+抖音图文+七匹狼+男装+6921549706025399245+邹文华+1023""]",12.68,0,(NULL),366
