report_date,unique_material_id,material_id_list,channel_material_id_list,original_title_list,original_url_list,corrected_url_list,corrected_title_list,cost,new_buyer_cnt,newer_cost
20251101,(NULL),"[""rDQGIzZS""'，'""rDQGIzZR""'，'""rDQGIzZT""]","[""7567632929455964179""]","[""VIP自A特跑步鞋0056016+1+字节+抖音图文+特步+运动户外+6921562769004044767+AIGC+1010-183840""'，'""VIP自A特跑步鞋0056016+3+字节+抖音图文+特步+运动户外+6921562769004044767+AIGC+1010-183839""'，'""VIP自A特跑步鞋0056016+2+字节+抖音图文+特步+运动户外+6921562769004044767+AIGC+1010-183841""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101012381280233.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101012381761479.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101012380155722.jpg""]",[],[],0.01,0,(NULL)
20251101,(NULL),"[""rDRCl9R-""]","[""7566528662168371227""]","[""VIP自A安综训鞋0056716+1+腾讯app+竖图+安踏+运动户外+6921386016684215197+AIGC+1011-184610""]","[""https://a.vpimg2.com/upload/merchandise/pdcvis/102824/2025/0414/157/c3867c9a-09b2-4831-92b4-cfaf9ee9561b.jpg""'，'""https://a.vpimg2.com/upload/merchandise/pdcvis/102824/2025/1008/174/e3ad97d6-fdf2-45eb-8ef8-54820bbc81cc.jpg""'，'""https://a.vpimg2.com/upload/merchandise/pdcvis/102824/2025/0414/11/4a48eaa9-236c-42b0-91b6-125ce1825fb7.jpg""'，'""https://a.vpimg2.com/upload/merchandise/pdcvis/102824/2025/0414/135/1fdd66e8-54d6-4d83-96d9-aa8878b7f757.jpg""'，'""https://a.vpimg2.com/upload/merchandise/pdcvis/102824/2025/0414/140/519da333-651a-4aba-a060-50b83cc0ea13.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101110512128292.jpg""]",[],[],0.01,0,(NULL)
20251101,(NULL),"[""rDSgnczx""]","[""7565805776055238675""]","[""VIP自A木男休闲0115259+1+字节+横图+木林森+鞋+6920243623832758363+AIGC+1012-186342""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/109602/2025/0909/152/8aaacf49-c0bb-4fbf-9fbc-c38e6a9aa68b.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/109602/2025/0909/11/fd64c015-a094-4ba8-a272-2441959fb96c.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/109602/2025/0810/188/4e6d4b12-f8f1-4dbc-8db6-cf9aa7d06eb3.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213353630020.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/109602/2025/0909/141/a2f0708f-9708-4ef7-94c8-62b481eceac2.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDTzcIaI""'，'""rDTzcIaG""'，'""rDTzcIaH""]","[""7564649611849678911""]","[""VIP自A雪男式羽0115269+1+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186477""'，'""VIP自A雪男式羽0115269+3+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186476""'，'""VIP自A雪男式羽0115269+2+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186478""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213381145442.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213380158274.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213382123054.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDTzcMaP""]","[""7564649592203378751""]","[""VIP自A雪男式羽0115320+3+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186446""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/645251/2025/0522/88/49635521-5095-4ccf-acda-dbc10336ee9f.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/645251/2025/0522/164/cd149a93-7854-43d3-9e4b-c1c3bdbc72fb.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/645251/2025/0522/91/158a6d9e-63f9-4e21-bf29-87a88f0975b9.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/645251/2025/0522/78/6a5b9b7a-aad1-4eaf-b89a-a447b28bab74.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213541199416.jpg""]",[],[],0.01,0,(NULL)
20251101,(NULL),"[""rDTzcPan""'，'""rDTzcTao""'，'""rDTzcTap""]","[""7564649635757195270""]","[""VIP自A雪男式羽0115240+2+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186451""'，'""VIP自A雪男式羽0115240+1+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186450""'，'""VIP自A雪男式羽0115240+3+字节+抖音图文+雪中飞+男装+6920411796000342856+AIGC+1013-186449""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213312451230.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213312025550.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101213311767805.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDUJHmzH""'，'""rDUJHmzI""'，'""rDUJHqzJ""]","[""7561302515302367259""]","[""VIP自AAI爆德女0117242+2+字节+抖音图文+德玛纳+女装+6919955114635257089+AIGC+1013-188582""'，'""VIP自AAI爆德女0117242+1+字节+抖音图文+德玛纳+女装+6919955114635257089+AIGC+1013-188581""'，'""VIP自AAI爆德女0117242+3+字节+抖音图文+德玛纳+女装+6919955114635257089+AIGC+1013-188580""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101316411474762.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101316402924039.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101316410796570.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDVAyNjc""'，'""rDVAyNjb""'，'""rDVAyNjd""]","[""7567207114633625636""]","[""VIP自AAI爆雪男0117467+3+字节+抖音图文+雪中飞+男装+6921579996545188360+AIGC+1014-189035""'，'""VIP自AAI爆雪男0117467+2+字节+抖音图文+雪中飞+男装+6921579996545188360+AIGC+1014-189037""'，'""VIP自AAI爆雪男0117467+1+字节+抖音图文+雪中飞+男装+6921579996545188360+AIGC+1014-189036""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101317371341511.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101317370028048.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101317370483121.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDVETTPM""'，'""rDVETTPN""'，'""rDVETTPL""]","[""7561337374377099283""]","[""VIP自AAI爆雪女0117548+2+字节+抖音图文+雪中飞+女装+6921542237821258760+AIGC+1014-189061""'，'""VIP自AAI爆雪女0117548+3+字节+抖音图文+雪中飞+女装+6921542237821258760+AIGC+1014-189059""'，'""VIP自AAI爆雪女0117548+1+字节+抖音图文+雪中飞+女装+6921542237821258760+AIGC+1014-189060""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101317551050236.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101317551556361.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/202510131755299396.jpg""]",[],[],0.01,0,(NULL)
20251101,(NULL),"[""rDWYrOHC""'，'""rDWYrOHD""'，'""rDWYrOHE""]","[""7567284019717931018""]","[""VIP自A马男式外0124806+2+字节+抖音图文+马克华菲+男装+6921612015677934150+AIGC+1015-189286""'，'""VIP自A马男式外0124806+3+字节+抖音图文+马克华菲+男装+6921612015677934150+AIGC+1015-189282""'，'""VIP自A马男式外0124806+1+字节+抖音图文+马克华菲+男装+6921612015677934150+AIGC+1015-189284""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101415381346422.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101415380758010.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101415381979597.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDXpiK_3""'，'""rDXpiO_4""'，'""rDXpiK_2""]","[""7566861693846880299""]","[""VIP自A梦男式羽0176793+2+字节+抖音图文+梦特娇+男装+6920021661337979786+AIGC+1016-193237""'，'""VIP自A梦男式羽0176793+3+字节+抖音图文+梦特娇+男装+6920021661337979786+AIGC+1016-193234""'，'""VIP自A梦男式羽0176793+1+字节+抖音图文+梦特娇+男装+6920021661337979786+AIGC+1016-193236""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101518573489192.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101518572793429.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101518574077948.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDXtDPhZ""'，'""rDXtDPhX""'，'""rDXtDPhY""]","[""7566928117220196362""]","[""VIP自A雪男式羽0176141+2+字节+抖音图文+雪中飞+男装+6920601825105093261+AIGC+1016-191764""'，'""VIP自A雪男式羽0176141+1+字节+抖音图文+雪中飞+男装+6920601825105093261+AIGC+1016-191762""'，'""VIP自A雪男式羽0176141+3+字节+抖音图文+雪中飞+男装+6920601825105093261+AIGC+1016-191759""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101516050991578.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101516050051881.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101516044132526.jpg""]",[],[],0.01,0,(NULL)
20251101,(NULL),"[""rDZIdJ7l""'，'""rDZIdJ7m""'，'""rDZIdJ7k""]","[""7566585437345054762""]","[""VIP自A安跑步鞋0208107+2+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1017-177363""'，'""VIP自A安跑步鞋0208107+1+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1017-177360""'，'""VIP自A安跑步鞋0208107+3+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1017-177358""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025100304455849263.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025100304455615307.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025100304455314561.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDaj6Fi1""'，'""rDaj6Fi2""'，'""rDaj6Fi3""]","[""7566487160389337115""]","[""VIP自A海男式衬0209628+3+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195910""'，'""VIP自A海男式衬0209628+1+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195911""'，'""VIP自A海男式衬0209628+2+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195912""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101719305782714.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101719304982513.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/202510171930541861.jpg""]",[],[],0.03,0,(NULL)
20251101,(NULL),"[""rDaj6NAS""'，'""rDaj6JAQ""'，'""rDaj6NAR""]","[""7566487256673927211""]","[""VIP自A海男式衬0209638+2+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195930""'，'""VIP自A海男式衬0209638+3+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195928""'，'""VIP自A海男式衬0209638+1+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-195929""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101719340239379.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101719335787568.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/202510171933528913.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDaj6wji""'，'""rDaj6sjg""'，'""rDaj6wjh""]","[""7566491493907021878""]","[""VIP自A海男式衬0209229+3+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-194746""'，'""VIP自A海男式衬0209229+2+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-194748""'，'""VIP自A海男式衬0209229+1+字节+抖音图文+海澜之家+男装+6920656754186548808+AIGC+1018-194747""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/202510171756094772.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101717554681056.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025101717555587246.jpg""]",[],[],0.13,0,(NULL)
20251101,(NULL),"[""rDdeMZn1""'，'""rDdeMZnz""'，'""rDdeMZn0""]","[""7563945721046712370""]","[""VIP自AAI爆安跑0269933+2+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1020-198710""'，'""VIP自AAI爆安跑0269933+3+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1020-198708""'，'""VIP自AAI爆安跑0269933+1+字节+抖音图文+安踏+运动户外+6921398506702474141+AIGC+1020-198709""]","[""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102013244379339.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102013245875973.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102013245022794.jpg""]",[],[],0.0,0,(NULL)
20251101,(NULL),"[""rDe3lHAV""]","[""7566191957732753449""]","[""VIP自A芬男士睡0320268+3+字节+抖音图文+芬腾+内衣+6921087354432826970+AIGC+1021-199779""]","[""https://a.vpimg3.com/upload/merchandise/pdcvis/2024/09/20/166/10bbf861-1117-480b-8e14-ec5c7d2a0eef.jpg""'，'""http://vos.vipstatic.com/mre-admin.vip.vip.com/psdAsset/image/2025102113274392593.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/2024/09/20/124/597019e6-76b1-4a15-9d8d-1ab093919f0c.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/2024/09/20/191/404ad37b-aff7-434f-b238-1ad54d77f5cb.jpg""'，'""https://a.vpimg3.com/upload/merchandise/pdcvis/2024/09/20/1/89ea966c-1860-4b88-b3b8-067f140d716e.jpg""]",[],[],0.01,0,(NULL)
